source,target,weight,type
28,3875,1,undirected
28,4155,1,undirected
28,4158,1,undirected
28,3881,1,undirected
28,5058,1,undirected
28,3893,1,undirected
28,4125,1,undirected
28,4831,1,undirected
29,105,1,undirected
29,2961,1,undirected
29,351,1,undirected
29,5625,1,undirected
29,2771,1,undirected
29,5845,1,undirected
29,3314,1,undirected
29,3079,1,undirected
29,2938,1,undirected
30,1487,1,undirected
30,5270,1,undirected
30,2144,1,undirected
30,3452,1,undirected
30,1952,1,undirected
30,2002,1,undirected
30,1384,1,undirected
30,1964,1,undirected
30,3136,1,undirected
31,67,1,undirected
31,348,1,undirected
31,1132,1,undirected
31,2961,1,undirected
31,351,1,undirected
32,1479,1,undirected
32,67,1,undirected
32,5315,1,undirected
32,5836,1,undirected
32,3303,1,undirected
32,5952,1,undirected
32,2672,1,undirected
32,2874,1,undirected
32,2881,1,undirected
32,1877,1,undirected
33,1615,1,undirected
33,1720,1,undirected
33,4958,1,undirected
33,2387,1,undirected
33,1907,1,undirected
33,663,1,undirected
33,1624,1,undirected
33,1972,1,undirected
33,5298,1,undirected
33,1981,1,undirected
34,67,1,undirected
34,5836,1,undirected
34,324,1,undirected
34,359,1,undirected
34,3268,1,undirected
34,5414,1,undirected
34,5721,1,undirected
34,180,1,undirected
34,5778,1,undirected
35,62,1,undirected
35,5835,1,undirected
35,2,1,undirected
35,3303,1,undirected
35,152,1,undirected
35,2621,1,undirected
35,2965,1,undirected
35,2685,1,undirected
35,3049,1,undirected
36,5835,1,undirected
36,3547,1,undirected
37,250,1,undirected
37,4160,1,undirected
38,1707,1,undirected
38,5315,1,undirected
38,3302,1,undirected
38,1278,1,undirected
39,3007,1,undirected
39,2048,1,undirected
39,202,1,undirected
39,2,1,undirected
39,3830,1,undirected
39,4483,1,undirected
39,1951,1,undirected
39,3982,1,undirected
39,131,1,undirected
39,4825,1,undirected
39,4401,1,undirected
39,4977,1,undirected
39,4785,1,undirected
39,4269,1,undirected
39,5122,1,undirected
39,4418,1,undirected
40,348,1,undirected
40,5315,1,undirected
40,1755,1,undirected
40,253,1,undirected
40,4535,1,undirected
40,5193,1,undirected
41,20,1,undirected
41,5855,1,undirected
41,3550,1,undirected
42,3,1,undirected
44,154,1,undirected
44,3592,1,undirected
44,319,1,undirected
46,105,1,undirected
46,3008,1,undirected
46,213,1,undirected
46,2965,1,undirected
46,3927,1,undirected
46,2683,1,undirected
47,402,1,undirected
47,413,1,undirected
47,457,1,undirected
47,462,1,undirected
47,463,1,undirected
47,473,1,undirected
47,1658,1,undirected
47,4,1,undirected
47,5834,1,undirected
47,5315,1,undirected
47,891,1,undirected
47,2201,1,undirected
47,758,1,undirected
47,616,1,undirected
47,812,1,undirected
47,669,1,undirected
47,685,1,undirected
48,393,1,undirected
50,299,1,undirected
50,2864,1,undirected
50,3735,1,undirected
50,305,1,undirected
50,2867,1,undirected
50,5229,1,undirected
50,3206,1,undirected
50,3983,1,undirected
52,252,1,undirected
55,5985,1,undirected
55,103,1,undirected
57,1375,1,undirected
57,1381,1,undirected
57,1385,1,undirected
57,1423,1,undirected
57,8,1,undirected
57,72,1,undirected
57,210,1,undirected
57,266,1,undirected
57,324,1,undirected
57,228,1,undirected
58,27,1,undirected
58,5315,1,undirected
58,5947,1,undirected
58,5952,1,undirected
58,351,1,undirected
58,386,1,undirected
60,5947,1,undirected
60,5575,1,undirected
60,3875,1,undirected
62,67,1,undirected
62,2,1,undirected
62,3303,1,undirected
62,2961,1,undirected
62,1755,1,undirected
62,2672,1,undirected
62,2881,1,undirected
62,2684,1,undirected
62,2883,1,undirected
62,3189,1,undirected
63,24,1,undirected
63,5270,1,undirected
63,5618,1,undirected
63,5226,1,undirected
63,4201,1,undirected
63,5401,1,undirected
63,4577,1,undirected
63,2686,1,undirected
64,4014,1,undirected
64,3550,1,undirected
66,4,1,undirected
66,206,1,undirected
66,2985,1,undirected
67,4,1,undirected
67,199,1,undirected
67,2,1,undirected
67,3303,1,undirected
67,5988,1,undirected
67,1755,1,undirected
69,25,1,undirected
70,1334,1,undirected
70,1457,1,undirected
70,1534,1,undirected
70,3,1,undirected
70,94,1,undirected
70,2619,1,undirected
70,3398,1,undirected
70,5837,1,undirected
70,121,1,undirected
70,2105,1,undirected
70,230,1,undirected
70,2890,1,undirected
70,2516,1,undirected
70,4516,1,undirected
72,1478,1,undirected
72,1625,1,undirected
72,8,1,undirected
72,5836,1,undirected
72,2105,1,undirected
73,1485,1,undirected
73,105,1,undirected
73,351,1,undirected
73,2965,1,undirected
73,2874,1,undirected
73,2644,1,undirected
74,206,1,undirected
74,314,1,undirected
75,58,1,undirected
75,67,1,undirected
75,88,1,undirected
75,5947,1,undirected
75,3303,1,undirected
75,1755,1,undirected
75,253,1,undirected
75,160,1,undirected
75,3557,1,undirected
75,5959,1,undirected
75,5289,1,undirected
75,2986,1,undirected
76,74,1,undirected
76,314,1,undirected
78,3169,1,undirected
79,302,1,undirected
79,1084,1,undirected
80,5270,1,undirected
80,5236,1,undirected
80,4025,1,undirected
81,446,1,undirected
81,1409,1,undirected
81,298,1,undirected
81,935,1,undirected
81,2244,1,undirected
81,2574,1,undirected
81,264,1,undirected
81,2156,1,undirected
81,1968,1,undirected
81,1290,1,undirected
82,412,1,undirected
82,452,1,undirected
82,397,1,undirected
82,646,1,undirected
82,497,1,undirected
82,764,1,undirected
83,64,1,undirected
83,94,1,undirected
83,935,1,undirected
83,2292,1,undirected
83,121,1,undirected
83,990,1,undirected
83,2104,1,undirected
83,2461,1,undirected
85,5575,1,undirected
85,3875,1,undirected
85,2291,1,undirected
85,4717,1,undirected
85,3988,1,undirected
86,348,1,undirected
86,2721,1,undirected
86,1142,1,undirected
86,2832,1,undirected
86,2782,1,undirected
86,2784,1,undirected
88,1479,1,undirected
88,4,1,undirected
88,25,1,undirected
88,67,1,undirected
88,69,1,undirected
88,348,1,undirected
88,198,1,undirected
88,5947,1,undirected
88,2,1,undirected
88,105,1,undirected
88,1755,1,undirected
88,351,1,undirected
88,2294,1,undirected
88,4535,1,undirected
88,5959,1,undirected
88,135,1,undirected
88,2118,1,undirected
88,2656,1,undirected
89,5834,1,undirected
89,306,1,undirected
89,259,1,undirected
89,2199,1,undirected
89,353,1,undirected
89,322,1,undirected
89,4076,1,undirected
89,4213,1,undirected
89,4824,1,undirected
91,67,1,undirected
91,3007,1,undirected
